1,1,253,216,28,94,1,-1,-1,-1
1,2,643,241,41,82,1,-1,-1,-1
1,3,499,156,30,74,1,-1,-1,-1
2,1,251.319,216.544,46.6042,91.96,1,-1,-1,-1
2,2,636.329,238.138,43.8625,87.7249,1,-1,-1,-1
2,3,497.116,157.856,31.8625,74.0992,1,-1,-1,-1
3,1,255.356,217.098,49.7881,91.6325,1,-1,-1,-1
3,2,630.86,240.376,39.6324,83.2486,1,-1,-1,-1
3,3,494.536,158.37,33.3035,74.3441,1,-1,-1,-1
4,1,269.714,220.419,39.4724,80.495,1,-1,-1,-1
4,2,614.472,238.225,38.564,83.5984,1,-1,-1,-1
4,3,490.881,160.757,31.7553,74.5385,1,-1,-1,-1
5,1,279.016,216.242,36.6033,83.0333,1,-1,-1,-1
5,2,602.882,239.694,40.7117,83.4744,1,-1,-1,-1
5,3,489.002,162.282,29.7575,72.4627,1,-1,-1,-1
6,1,284.866,214.136,37.0265,82.9871,1,-1,-1,-1
6,2,593.738,237.395,45.2707,88.152,1,-1,-1,-1
6,3,486.378,161.881,29.7731,75.3698,1,-1,-1,-1
7,1,290.02,212.777,38.4736,84.5835,1,-1,-1,-1
7,2,587.201,240.593,39.8925,83.0059,1,-1,-1,-1
7,3,480.07,161.232,33.7469,81.1054,1,-1,-1,-1
8,1,293.025,212.097,39.9727,86.4082,1,-1,-1,-1
8,2,579.372,238.58,36.319,82.4063,1,-1,-1,-1
8,3,476.815,161.493,35.1744,83.2621,1,-1,-1,-1
9,1,299.295,213.311,36.1863,83.4797,1,-1,-1,-1
9,2,572.172,239.273,34.5127,80.7107,1,-1,-1,-1
9,3,474.238,163.007,34.3631,81.3088,1,-1,-1,-1
10,1,305.574,211.838,33.3223,81.1881,1,-1,-1,-1
10,2,562.363,238.199,37.3178,85.1934,1,-1,-1,-1
10,3,470.367,163.938,33.259,79.0549,1,-1,-1,-1
11,1,313.571,207.515,34.6225,82.9924,1,-1,-1,-1
11,2,549.661,237.561,35.0107,85.0556,1,-1,-1,-1
11,3,464.508,165.05,35.6353,80.8973,1,-1,-1,-1
12,1,319.611,206.234,34.9583,82.6257,1,-1,-1,-1
12,2,537.536,236.712,34.5017,87.0711,1,-1,-1,-1
12,3,459.808,165.907,36.7086,81.3092,1,-1,-1,-1
13,1,324.531,203.964,34.3669,83.8045,1,-1,-1,-1
13,2,527.282,236.461,34.2088,86.6538,1,-1,-1,-1
13,3,457.183,169.601,33.1749,75.9487,1,-1,-1,-1
14,1,332.048,199.763,34.2975,86.7961,1,-1,-1,-1
14,2,514.031,236.98,34.8439,86.8455,1,-1,-1,-1
14,3,451.693,172.587,31.0888,73.6915,1,-1,-1,-1
14,4,723.47,283.746,41.8517,133.773,1,-1,-1,-1
15,1,336.887,196.279,35.5149,90.6313,1,-1,-1,-1
15,2,503.927,235.158,33.1349,87.2049,1,-1,-1,-1
15,3,447.533,174.842,29.714,71.5613,1,-1,-1,-1
15,4,718.464,282.671,46.542,133.061,1,-1,-1,-1
16,1,341.18,196.576,35.3086,89.461,1,-1,-1,-1
16,2,494.84,235.314,30.7089,83.8341,1,-1,-1,-1
16,3,441.407,175.825,29.8276,71.1253,1,-1,-1,-1
16,4,714.687,278.391,48.1091,129.172,1,-1,-1,-1
17,1,344.998,197.347,34.7048,88.1653,1,-1,-1,-1
17,2,485.147,233.363,33.6414,87.3016,1,-1,-1,-1
17,3,437.169,176.608,28.7986,70.047,1,-1,-1,-1
17,4,713.715,275.77,47.3356,123.823,1,-1,-1,-1
18,1,351.471,196.459,35.1568,85.2825,1,-1,-1,-1
18,2,471.565,232.576,36.1991,88.3142,1,-1,-1,-1
18,3,433.385,174.014,27.3302,58.9923,1,-1,-1,-1
18,4,704.017,273.113,47.4002,119.636,1,-1,-1,-1
19,1,356.981,195.683,33.8526,82.1047,1,-1,-1,-1
19,2,460.423,230.809,35.2768,88.8307,1,-1,-1,-1
19,3,431.413,172.967,25.9125,51.5601,1,-1,-1,-1
19,4,697.793,273.938,47.0024,116.739,1,-1,-1,-1
20,1,359.63,192.996,34.7989,81.7126,1,-1,-1,-1
20,2,453.289,230.904,33.1649,87.0692,1,-1,-1,-1
20,4,694.139,272.538,45.108,113.733,1,-1,-1,-1
21,1,363.01,192.631,34.6709,80.8158,1,-1,-1,-1
21,2,441.112,229.502,34.7171,88.6573,1,-1,-1,-1
21,4,684.298,268.626,43.8902,111.631,1,-1,-1,-1
21,5,724.919,264.196,34.7897,111.461,1,-1,-1,-1
22,1,364.619,190.301,35.0595,82.8715,1,-1,-1,-1
22,2,433.273,229.892,32.8625,87.4352,1,-1,-1,-1
22,4,676.695,265.785,43.5392,110.22,1,-1,-1,-1
22,5,719.697,260.999,35.6604,112.147,1,-1,-1,-1
23,1,365.657,188.783,35.561,83.7619,1,-1,-1,-1
23,2,428.012,229.786,29.5825,82.4164,1,-1,-1,-1
23,4,671.944,267.505,40.5079,104.412,1,-1,-1,-1
23,5,713.984,259.427,41.2306,114.334,1,-1,-1,-1
24,1,370.464,187.681,32.8049,81.151,1,-1,-1,-1
24,2,418.13,234.871,31.7062,76.3651,1,-1,-1,-1
24,4,661.873,262.923,42.9718,109.841,1,-1,-1,-1
24,5,702.253,259.839,45.9193,113.94,1,-1,-1,-1
25,1,374.295,185.421,32.3413,81.0166,1,-1,-1,-1
25,4,656.607,258.625,43.7542,110.195,1,-1,-1,-1
25,5,694.625,259.247,42.2696,107.876,1,-1,-1,-1
26,1,376.274,179.61,32.7967,89.3417,1,-1,-1,-1
26,4,653.507,256.123,43.7779,109.484,1,-1,-1,-1
26,5,687.606,256.743,40.5329,103.577,1,-1,-1,-1
27,1,376.564,177.019,32.0674,93.2234,1,-1,-1,-1
27,4,650.215,256.269,42.4664,107.414,1,-1,-1,-1
27,5,683.567,255.816,40.0782,102.628,1,-1,-1,-1
28,1,376.586,174.976,31.677,95.3836,1,-1,-1,-1
28,4,644.413,255.69,43.6574,107.293,1,-1,-1,-1
28,5,680.538,255.296,38.3131,98.9995,1,-1,-1,-1
29,1,377.204,175.477,30.8664,93.1267,1,-1,-1,-1
29,4,638.107,254.748,40.7915,104.489,1,-1,-1,-1
29,5,675.507,252.382,35.9867,95.4241,1,-1,-1,-1
30,1,377.423,175.446,30.9242,93.4275,1,-1,-1,-1
30,4,629.008,251.515,41.81,104.729,1,-1,-1,-1
30,5,669.979,252.007,34.0958,92.132,1,-1,-1,-1
31,1,377.473,175.397,30.2967,91.0795,1,-1,-1,-1
31,4,623.11,248.836,42.6811,103.053,1,-1,-1,-1
31,5,665.157,252.475,32.2804,89.8713,1,-1,-1,-1
32,1,377.513,175.765,30.3175,89.7116,1,-1,-1,-1
32,4,617.75,246.658,44.0209,104.086,1,-1,-1,-1
32,5,656.024,246.905,38.2779,99.3719,1,-1,-1,-1
33,1,377.903,176.454,29.5093,87.6433,1,-1,-1,-1
33,4,612.706,245.897,44.8793,104.534,1,-1,-1,-1
33,5,648.553,244.442,37.5718,98.7756,1,-1,-1,-1
34,1,379.012,177.611,27.7931,85.1314,1,-1,-1,-1
34,4,606.367,244.789,44.1857,103.957,1,-1,-1,-1
34,5,642.191,242.676,35.6287,96.169,1,-1,-1,-1
35,1,379.581,177.215,26.9034,84.8163,1,-1,-1,-1
35,4,602.64,242.791,43.8707,102.243,1,-1,-1,-1
35,5,636.674,241.591,34.4871,95.4361,1,-1,-1,-1
36,1,379.782,177.632,25.4373,82.8857,1,-1,-1,-1
36,4,600.049,242.663,40.0017,98.5597,1,-1,-1,-1
36,5,631.707,239.885,34.8982,97.908,1,-1,-1,-1
37,1,380.078,178.674,24.7681,80.3088,1,-1,-1,-1
37,4,592.946,240.281,37.8544,98.2163,1,-1,-1,-1
37,5,625.111,237.67,35.3754,101.261,1,-1,-1,-1
38,1,378.891,179.691,23.6571,78.1377,1,-1,-1,-1
38,4,588.26,240.005,36.4613,95.2978,1,-1,-1,-1
38,5,620.25,237.272,33.8295,94.9527,1,-1,-1,-1
39,1,377.804,179.412,23.86,77.5793,1,-1,-1,-1
39,4,583.624,238.567,35.6206,92.8059,1,-1,-1,-1
39,5,614.605,234.906,32.4084,93.0786,1,-1,-1,-1
39,10,394.736,181.751,27.8507,80.4506,1,-1,-1,-1
40,1,375.946,178.885,23.7573,77.5012,1,-1,-1,-1
40,4,575.034,236.138,36.0469,91.7364,1,-1,-1,-1
40,5,607.924,233.998,32.1889,91.1412,1,-1,-1,-1
40,10,395.982,183.339,27.2206,77.2856,1,-1,-1,-1
41,1,375.693,177.986,24.6256,78.7666,1,-1,-1,-1
41,4,567.886,235.118,35.4923,89.333,1,-1,-1,-1
41,5,601.334,231.801,32.487,92.3956,1,-1,-1,-1
41,10,396.854,185.409,25.4771,73.7941,1,-1,-1,-1
42,1,376.889,176.779,25.6862,80.4312,1,-1,-1,-1
42,4,561.667,233.456,35.625,90.2936,1,-1,-1,-1
42,5,593.642,226.712,35.4686,97.4064,1,-1,-1,-1
42,10,397.608,185.336,24.3758,73.6582,1,-1,-1,-1
43,1,377.735,174.816,27.3328,83.4661,1,-1,-1,-1
43,4,558.08,229.374,34.9297,92.625,1,-1,-1,-1
43,5,587.476,224.68,35.1029,97.386,1,-1,-1,-1
43,10,398.548,183.771,24.3166,75.4363,1,-1,-1,-1
43,11,438.899,179.149,25.7415,84.772,1,-1,-1,-1
43,12,729.084,265.972,37.062,132.539,1,-1,-1,-1
44,1,378.349,174.703,28.543,83.8731,1,-1,-1,-1
44,4,550.938,225.964,33.9801,96.1249,1,-1,-1,-1
44,5,582.253,223.987,34.3997,94.2116,1,-1,-1,-1
44,11,440.856,180.231,26.5188,80.657,1,-1,-1,-1
44,12,722.064,264.987,40.4533,128.161,1,-1,-1,-1
45,1,378.574,175.028,29.2775,84.0264,1,-1,-1,-1
45,4,543.523,222.64,35.4359,101.567,1,-1,-1,-1
45,5,577.193,223.06,35.9947,93.5237,1,-1,-1,-1
45,11,442.225,180.646,27.5136,78.6248,1,-1,-1,-1
